# account,total,base,early,referral,loyalty,guaranteed
1CXAXukNJ24LdtCo1JWqBgcBQjAYTK49LtXdFn7G6rLVWbg,12.5,12.5,0.0,0,0,0
165KCLpQJoCRL2Wabadd5ckPyCr128ZNDzpZzTgkGE7Avsqg,131.25,125.0,0.0,6.25,0,0
15fz5kYnksMmaiS9hd8kTx3jyP9woMWcDNzLRTiKCtXpGvTi,100.0,100.0,0.0,0,0,0
15ViWFsCAYVkQhNMXhLZix1MhseLxWPYmdyUo64ARFLvbfQV,52.5,50.0,0.0,2.5,0,0
14cxwJakgwEuJcce1Jo49EZ7BfR1nWmH4MKJiRUhrDVvNs27,12.5,12.5,0.0,0,0,0
1Yj4pWxDn3euU39LjwMHnSjqMRgH2tPoz33aCpVQ16J5nqe,393.75,375.0,0.0,18.75,0,0
13m1PwcCyF3vqSE6YYccAoihtLYZJkrHE65PWEF1hN8bhPCL,12.5,12.5,0.0,0,0,0
126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,874.5,750.0,79.5,0,45.0,0
162UxZJjLYT9zDL1hNi66fJ7vj4ZTvterjQd5e3EVERCZMN4,60.0,60.0,0.0,0,0,0
16FT5kS2aQ5JSH9vVMY9PghtdKVQEvE9bBJxgbe7cZHWmcE,12.5,12.5,0.0,0,0,0
14DNp3hUGXQgWjpngsFi363ufLyKeLGaDznoCLrRVDNHDeBr,25.0,25.0,0.0,0,0,0
123yZK7vN6fs93BwSuH2nxPbin6cEdXoHYCFyXwjywoEzVxP,13.125,12.5,0.0,0.625,0,0
12gSXZeHydFxAKUseYweQsa69KdxMxxx8kvCUCZEG8ABu4i1,50.0,50.0,0.0,0,0,0
12dUTC49ANc1LMMbwm7tTXP1ALT8dJq6KJvnLsY4zin8fQF1,25.0,25.0,0.0,0,0,0
15vxBfMpVcK5g5szLtEC69MmT92un1ZMRHGdptAg9yEJjmvK,13.25,12.5,0.0,0,0.75,0
16Ucz3N9r1d8KZADn1uovNozShBLU8ZaAa2dG2SKFAJveV82,13.25,12.5,0.0,0,0.75,0
12pezSnBYeiTiMxg1QCcgxpXXGtchLHmBpcG77kyR6t8rp3y,50.0,50.0,0.0,0,0,0
136h8HuTFzLbddV8otpeY5eQCYZFd66T3mAibNvykKC6JjWf,130.0,130.0,0.0,0,0,0
16P8gHg1a45pHkGwLPKh7F2bAwyFrYZi8MSHkvv7UD76arsH,52.5,50.0,0.0,2.5,0,0
12mfP52BU1FsWbvnticBymw1BWeVSWRpKEfzvjxE2ywUfDMZ,13.25,12.5,0.0,0,0.75,0
16LhMjxrXW2vYDR1swGu256f5ydGBoUphTiKGvdgusjPbqhM,13.25,12.5,0.0,0,0.75,0
16RtDCNCMVC2ZDrhNdZqaQhJSExRoNmii8vDALj7eA2GQHoT,25.0,25.0,0.0,0,0,0
16SL5XxhdHMFeBNA6oQmDc1i2btQE1swKfJmRztvPZxcY1zg,26.25,25.0,0.0,1.25,0,0
13YXt9D4LyCim5EB1wLmq5sjbRHaEXpeSWTrJEJJcDiePp7w,13.125,12.5,0.0,0.625,0,0
148LkCmqjReKWFxwWcWkQev91oAFTNA6mdsN9HHfxDgG9Hdv,13.125,12.5,0.0,0.625,0,0
14ir6JhCLquakPVMSCPqgCHCVTk2G2VNpu1QHxTcLtU4HiiB,25.0,25.0,0.0,0,0,0
12ucmZzTKxPYBDNgpzkabtP7wtBcRNU4jaD4uCpbVRMeZVWw,26.25,25.0,0.0,1.25,0,0
14qvnscbagC1V6kjv7ZFgrZJZtVAHg5gju2HTA2Xt1yJf1pS,25.0,25.0,0.0,0,0,0
15G1b3M9LBo2NrPcTLrZzihFBiMM45uN5W8zEciBGYCSEM2Q,26.25,25.0,0.0,1.25,0,0
124P7XnRHaxU44CD7M7v2zMMGh9dxsmetZf6LQGPckHtBpRx,192.5,192.5,0.0,0,0,0
13YMK2ebCdad8E87WTgv3ZX25yUmVy4wcUDnBN18x9wMVD3H,12.5,12.5,0.0,0,0,0
12bcFNfxnyVsQGES3Wn7Wrio5r2nTybQSmRCsfcLC2wffxAr,111.0,100.0,0.0,5.0,6.0,0
15MU1PcKCTA3vJL2My3B6KQ4RmM4je8MLfHfNjhfrHyE4VNs,50.925,48.5,0.0,2.425,0,0
16FY2rnQKS2AhbmCpCJndXeUJUk9TFHpMcHrpHM8nVbfHZ2n,12.5,12.5,0.0,0,0,0
13N5sFAsvKTfKFQBCgSZ79pwpDEFrHtiDf2Vc6AVUETTESmU,39.375,37.5,0.0,1.875,0,0
15QgKTX4or5Gx2NEkkznHzgwJ7M55dKmLVR6g9ff4yr2u1eE,138.75,125.0,0.0,6.25,7.5,0
12VksjBrkztJ6KiG7WRmLo3S3qy5vttSy6aSVyY3YZF9fycV,26.25,25.0,0.0,1.25,0,0
11Ed9vEM63qd48FfHihejfG7FgCBUWsiYCy6GFuwbCdNio1,210.0,200.0,0.0,10.0,0,0
12vKpMqPbpaVFRhFvbYAKEifMHzmZQ56xQA3hLWopf5eD1eA,84.0,80.0,0.0,4.0,0,0
12TvRVxa8PSmyhxuiwJ8UPF4e1Fkn5czFiNz7AQ2kmWgBvCW,75.0,75.0,0.0,0,0,0
15o9qZfsJHzQej3dLappb4YNTHXfPNUcobfS8pwKKo6J8YzB,295.0,295.0,0.0,0,0,0
15icqikHG99uksvmC5po5Me2dDMQ6pHJgXTkBJfnUFpcy2JG,12.5,12.5,0.0,0,0,0
14BEfNjPmGD6cgVafdE9RQ1CH97m381K6F4Gocus2FiuSnru,208.125,187.5,0.0,9.375,11.25,0
13pa17Fyka2r9nH5X36xQxFnBvruXnDBdKUkxGnK8RuKoDL,66.25,62.5,0.0,0,3.75,0
1ujWDkb5YomYt3H5EN49vnCpuBF1pvSqfJ9ERiSJC9LVhfN,66.25,62.5,0.0,0,3.75,0
1248zBsTbsRJWgAW64gWs4t86N4cgraV4z6yqnGEm4nPqBj7,13.125,12.5,0.0,0.625,0,0
13MkXhQfGoLmmFnC5nqwuApHTdn3BobZ95hkJYStBcbBnzNu,31.5,30.0,0.0,1.5,0,0
15trJiL5oPef7Z6f36r4X1roFqjCWocJf2cS2rHzjgVqS3D8,12.5,12.5,0.0,0,0,0
15qjnZb4ngdbfNXC3jC5bcU66Mxfb8cpZdDvsqw1iNDMrJDY,12.5,12.5,0.0,0,0,0
15ymhYB3NpPajE5pkvdZ1TwH1JC1UrVRmzXzmNKLQtHFUq8q,26.25,25.0,0.0,1.25,0,0
12sht65mh84cvZQ7Sw9PqYuA4QdEAeo9Z56VRNLuRUCcDCoK,50.0,50.0,0.0,0,0,0
153Fr5MUYUhGou5WtSr1MzewcAR6vdQdFSsvDxUfP9ncddsC,78.75,75.0,0.0,3.75,0,0
15GcsGmSGrsKMSiYtq95W41KZm8wyavEHwfK99a9SoMc5FP3,23.625,22.5,0.0,1.125,0,0
1eAWnNFrf64AxPCrFfPWC3HZgVUEnBxWbyiAL6hDj5kxnkV,13.125,12.5,0.0,0.625,0,0
14SuQNHk1b8kgUSAoVKi1VJS1mWZ8Q1r5zKGycUnEXXpr9Cd,12.5,12.5,0.0,0,0,0
13rGSEBgdYxgHqioi4jD4bbJufgzzTkWpe14tJSc66JDXRuC,125.0,125.0,0.0,0,0,0
13C3UA2Ahhniyg2R7zxN7q4hDNATZXd9nN3EL3cdXbWvEiHC,26.25,25.0,0.0,1.25,0,0
13zXzt3GGMi8X6QQH1vBbU5XHv4kdmPpSShVm73tNS67QQFG,75.0,75.0,0.0,0,0,0
1jFoBQJ5Hep8A57KrNRnNGUiXPRTVyExyVaSMTdaoFfpavE,13.875,12.5,0.0,0.625,0.75,0
134BngGvFJNuRZnTpBWbiJcZ55BBbMhm6tk7KkhZhcYV9nxD,52.5,50.0,0.0,2.5,0,0
13NadTZRmPBSM8DGPmaQ1qRdw9Lq1mw7zSLvmZCd3CPtWCL3,12.5,12.5,0.0,0,0,0
13jU4TDYB3RYZKYnMbs8FgmA74ARpbKjJZeB2hfsgfJ9WbdE,12.5,12.5,0.0,0,0,0
12TbZFGq4p9n1maHiLLHJus3HtBb2cDnmrHAPLWv5fh7ddR7,17.5,17.5,0.0,0,0,0
1uVW3xLjKkQTdAjnLuAPmjxfommCDniEGtea8HBJxGG2A3y,23.625,22.5,0.0,1.125,0,0
15M3gsa43NaTmLib25wv7jjdcEEo1TEDByyATvYfN4osq1Fr,13.125,12.5,0.0,0.625,0,0
1246pXonxsWRB1AFrWswiRxsdSArq6R6vyd719g6A1WWasH5,15.75,15.0,0.0,0.75,0,0
12HKrKsGbGBkHGEZHKnTxCJnts3zDNq7VGNsxGJpo392J7NF,13.125,12.5,0.0,0.625,0,0
12NcNL8Z82nHmCm4SCxz2Pk3tpyrrhN71eFe5QcS88XsbmoT,12.5,12.5,0.0,0,0,0
15owxvm7RkYQjkcPHtpfnkHtRVoBmPv3msoSMaKMaZ6UgUF8,12.5,12.5,0.0,0,0,0
16cDt5gcKhwha8GwNfLBKFDnSuqxupyE6SmB8PxhctKNPnLN,12.5,12.5,0.0,0,0,0
13kyWkrBpyQanSw3zbMuwUKhoQWuqTdkJA1ph9XBvpamNkf2,25.0,25.0,0.0,0,0,0
1eXTanT6bcRJeDsZUM4FVuHHSCbSpwPwSfsCf76Ly2XCrCo,52.5,50.0,0.0,2.5,0,0
16LbyzpDdrSvv7C4UaZg6AB12ue7edDj4AvLTmXU4BtNZMKn,25.0,25.0,0.0,0,0,0
15aRK9Jmm94Ti4q9z23Fz6pwT9oLr8oGmW1Gf6b6gmuHn9rN,30.525,27.5,0.0,1.375,1.65,0
13zsD4rprBhoJDHokLEd4WftSgE4rcCyMJhz3XAhovWBJ6gM,52.5,50.0,0.0,2.5,0,0
15G9UR1nr38rbtjSBQo7dicH4CQgrpcnoSzrT8rMH5iw5rK6,25.0,25.0,0.0,0,0,0
14MsncuGw32aLwELNdWNfo5JevqMLAcZjbaqN3izfQtodAJ,28.875,27.5,0.0,1.375,0,0
14r2JNjj2uaHGN6sNqgB6QWnrtYNdaUBVM7zXopAGZWnw4KC,105.0,100.0,0.0,5.0,0,0
1WX4uzL7zadFN515Fbj4tAwryYiYYwjMhubpu5tbeTQ71HP,25.625,25.0,0.0,0.625,0,0
129fQeSrmegpaCErtTPXBv4ao9rNzxWWYxTMrxRNdVVMoXnm,12.5,12.5,0.0,0,0,0
14Y9PQrp13sdwbXZ6ESbUL7PvFGzUk86kWuh9C4AtXHSto6p,25.0,25.0,0.0,0,0,0
12ThVh6MqVWK6LU9ANvzYGe8Fxa2hpXH64z9GWTNMpBCN23J,52.5,50.0,0.0,2.5,0,0
15ZseNxwxHC77LxQYiUmpFTVovDoqhWTfSdsgyEBbPAbjnGs,16.275,15.5,0.0,0.775,0,0
16DWzViTodXg48SJzRRcqTQbSvFBxJEQ9Y2F4pNsrXueH4Nz,12.5,12.5,0.0,0,0,0
15daeY9VQRNH2hqGJV7mYEf9r454ZcH27CXQ6PYhxqPvNwKQ,2500.0,2500.0,0.0,0,0,0
16LqnvKiQJs9FNn4939ZWPcszSbguwqae97JXcCysqoVLEue,26.25,25.0,0.0,1.25,0,0
15DTJ1U86W9DJ536FBBeTSs2pDnXhA6YkqxjsxaXa9VpXaSr,15.75,15.0,0.0,0.75,0,0
15VvB3DbV7szoQmPJPfow8RzKWpUXwkqvVGUSZfD1bL6Rp6A,132.5,125.0,0.0,0,7.5,0
16BEnZMVZCmRyvV3T9xn3Zgvvmo34r4QmrhXK4oRtw789zAo,13.125,12.5,0.0,0.625,0,0
16XneSWFmHMbTzjG8u4QBctuK86DRuNqxspDam7BVrZmAL78,13.125,12.5,0.0,0.625,0,0
15Y8otBp28Lm2DwaqzeUgvnRck47sdLYE66gkPkCmG1BVTTv,13.125,12.5,0.0,0.625,0,0
12dmfvjSVHe9VTDmZHGaNGELBvz7SwsVSusTCjV14f1SrdxV,1500.0,1500.0,0.0,0,0,0
158Yf6zLTEdpnQRgucEhZm8ozXaXLzbWCjT2R5W8PgnCA6uk,18.75,18.75,0.0,0,0,0
1YqtwZKcxkDvoGGokCDQoRsNDiN3QTTkLuRVkHNKZmMCzo4,13.125,12.5,0.0,0.625,0,0
12ErKmZDcbiWX5WfkhgpNKZ7Zb2AieJd13TYHqgJbmNWRszS,26.25,25.0,0.0,1.25,0,0
156HEeYLoLnanJkzzbvtKLftxgqTsSrmtnFBPWsXF8GMA1wb,20.0,20.0,0.0,0,0,0
1jwPjbcf3cP2nQKj7wLVWDoaUQsbXaZafe3Rfm9DwNJLjzs,25.0,25.0,0.0,0,0,0
13fwfmP7t1g7hcgNB9gi7361ZpuyqjwgcrmBTBfXUz5azyRc,12.5,12.5,0.0,0,0,0
12xHerkU5FBoZD8PFRAtG3opgexrfokujK9JCfMSq6w6UahP,63.6,60.0,0.0,0,3.5999999999999996,0
1jRgpcRDpnUXwSSL9zUvAhfDqWxPVwVTWZpTNvUg6zAXmJ9,26.25,25.0,0.0,1.25,0,0
13dWibQwCTkxCLTrdYNojLYcdZ61gmAcoUK48nai8rvcbwX4,20.0,20.0,0.0,0,0,0
13WSYkyncfuJtBvqMZNrSjUR81n38dHSgrrpLXjVG15J744n,832.5,750.0,0.0,37.5,45.0,0
156DJHrVra36APQswZcf9U8fyoHSboJijgqrEU9LGZzr78Ns,13.125,12.5,0.0,0.625,0,0
14676wcsTW1wW5PupSC5DZ74mqePMuSspUZvMAp2Sobshkdf,50.0,50.0,0.0,0,0,0
12Vx5WYmnMR8MNH1RhenMFL5Qx2cQkZB4LUs8UG7usNqhWAv,13.125,12.5,0.0,0.625,0,0
12za6acqmTk5sFocngtshenL5spfjPaHjXAdwGk4vm2WsFdQ,13.125,12.5,0.0,0.625,0,0
13whAobMVW76kX1q9eEZaVGWR5ptP4y8gDTfnmqPQZZqHaeN,105.0,105.0,0.0,0,0,0
16SVDfjXCeCzfbXJekqRQUVFTxyNriMhD6EEiTHrh4BKrvL1,75.0,75.0,0.0,0,0,0
13mgrnzidJ15ttJuaMfhBDCBZsRAN8pyg6UpfH2TYeoDuW4x,62.5,62.5,0.0,0,0,0
14zFJfYQEAp8nMStvggnoB73YUf2Q5EEpCj6iH1oF3Vm5jdV,13.125,12.5,0.0,0.625,0,0
16Ww8oNGK2NUWNyem1Y5bh6jKdhYUU41m89RFCfXboTUvREM,13.125,12.5,0.0,0.625,0,0
16D97Kx6pHdYf1Lj1YZfzLfiKfjrtTCPgbLFkkyjFLNgjHTg,67.5,67.5,0.0,0,0,0
15DVbLsteCNMktpaFUesFiabPTKNN35CGeBkPxDDqRvocfhA,162.5,162.5,0.0,0,0,0
1H1mC8SW7gvF7KYTSwT1HKPzgpXAu5yHCsUzcaLdJSUZa83,26.25,25.0,0.0,1.25,0,0
152ceXFpiXWEhNyTpj1rA1dCf3SFhhqtX7HFHbUoQLEG1uvt,87.5,87.5,0.0,0,0,0
1498rjJVBwKv9Ljn4AkQSypoPxwg7o27zV8qwauE1keKpTGw,25.0,25.0,0.0,0,0,0
12y2YpbLypBTdqGWfSoKNKiLVfLwKujhfBj5yLXSVfXqoNTt,18.375,17.5,0.0,0.875,0,0
15kQ9a13g5dMdgeg57fidvjd8VPHXqv82rtS5jyGrzq3wdvK,252.5,252.5,0.0,0,0,0
14NGeH9xebPP6vfbD9FrESypgJqPuFqqUKYgVXAmeWiEvMHq,25.0,25.0,0.0,0,0,0
16Dw6n41EPxJz7MvunRF1BdVa49pKfu886bw4CQGJEZEyheg,37.5,37.5,0.0,0,0,0
12Sz9YJwx6Mh8UpG4puznwmdHECzeHgcjzfLQpE4ZcBSDwZR,15.0,15.0,0.0,0,0,0
16DdYHwBpdk4oUPWnXjBLZozhDFPE7FaoBBCbJhjpeJRgYra,12.5,12.5,0.0,0,0,0
12racYgCvJLU9ZESoUHjjBaQmw9ZnmqzgyYKMsrxvFpzRcVN,43.125,25.0,0.0,18.125,0,0
14XvWDRChThWrgPaBmkMKqySqmtXeP9z4nmDHLfxh4F5vaW8,12.5,12.5,0.0,0,0,0
12C9qNNt6bb4b25uHog8ndYVcE2DGRRizmKhaTPRRJTQiQo2,26.25,25.0,0.0,1.25,0,0
14kmvaizznLgPxiR3crmbP6xTKdLjEqZRLpfEerCjKrF2JZA,13.125,12.5,0.0,0.625,0,0
15PqJiHi8FXciKisbQ916FX21RigYBaegtf6gjdcNPwuNfkq,12.5,12.5,0.0,0,0,0
16dTv6wWio5DXh9iveJH9jAveCqBj1dxsuHAALpCSVHtkXGP,57.5,50.0,5.0,2.5,0,0
143cZZKpKneHTW5AeqmCpJDcyH4NMQZYLuvaArowLnqos7Jd,12.5,12.5,0.0,0,0,0
126FMtX3pPkz73hSA6JfDRLyxLtny2vD6XB49SUG7dqULv8a,12.5,12.5,0.0,0,0,0
16AayaZnykQu3nU98cVMoH66gGahEgDixatE11sNkEu74rHp,13.125,12.5,0.0,0.625,0,0
12jPhZ1i5GQQxH1wL714vZBF7tSBkk6WJSYsJ93oJbyGuP3w,12.5,12.5,0.0,0,0,0
15f9FudYX8XRGqjXXusuteUfSznyVbUf2twxTM92wun67jLf,26.25,25.0,0.0,1.25,0,0
145rq6baREHRQBWzhcPFDj2GSL8mYC57YZZqdWeuU9N6HjsE,262.5,250.0,0.0,12.5,0,0
14ktqkGhs3y8uj7qKLw92Aj6XasBLP22wUY3TG98ixM6C6Ww,34.125,32.5,0.0,1.625,0,0
1NPPHcYs4zaRqsK3tAkDPYzakPJgrtTe1bqrGd369QRLDcG,12.5,12.5,0.0,0,0,0
15DwTYayfN4XcJZHh3KCXyb5gmG6TiJEQ6Qw5nkN4nKtxHBZ,13.125,12.5,0.0,0.625,0,0
142rRW71JGZRAVNoHKhY7ZmuttN3xowFN1XcWDrp7X68qVRS,1312.5,1250.0,0.0,62.5,0,0
1EcX8vai1X9GrR4TDKuyLiX2vGbTNQZYMxDLXVcs1ReGzxK,49.0,43.5,5.5,0,0,0
13TX7UuMQPkZ6DuftTabNs8DBFukny3rVnD6755E7B5R7B7n,222.0,200.0,0.0,10.0,12.0,0
12WJaKBjUUeg9WkjxVCZxPqccEXVQCB9KzJnMbWk2iwhAQer,39.375,37.5,0.0,1.875,0,0
13j94iae2B4YReiD7rVHQm641nGqf1pxYsTAuJmrJiRuakph,28.125,25.0,0.0,3.125,0,0
152rQrZ6FHpyhTCE4LvDe4358dtZkeWH571aMbjzwT5anmhn,12.5,12.5,0.0,0,0,0
13bdWaHmSsamjP2manw3Mpjv7m1Y2KwzrPhzCdW5uw3HsfsD,25.0,25.0,0.0,0,0,0
15GRnbKrS7YEe8bptDrotb1HPms4t9gwF2ebtv3uYCcaVYug,42.0,40.0,0.0,2.0,0,0
127BcWiLiiDKwdeaBATF2GwPmz3tFe3VGoPGdrQFkb3gUyHY,131.25,125.0,0.0,6.25,0,0
15rX6TeHY6KVe1zU6EuNY4ayTqTEjgxF6Rk5vgmrCQqJ74K1,12.5,12.5,0.0,0,0,0
14GA7VUJAryetkYkkp9aSFe3eJ6rztDH8sy33yPBscLrg1ZF,13.25,12.5,0.0,0,0.75,0
12br9G2vRJPAcTqEM8g6mtuPUNLbKGdWESCRo6CVhQHzFWPc,12.5,12.5,0.0,0,0,0
15vyQMqDSTuUndQ7N61XqBaEYSXSiA93UJDNHoD9Ean5HXcD,50.0,50.0,0.0,0,0,0
12nTPTAZKuzGpta9MdaEGvBsXRPr7jET83jTbCj7txZc3Dms,87.5,87.5,0.0,0,0,0
163E8ZjQsQnuPyYxt8nuUQoKvUSQ3FCC9J6b5EQ7VLyibToh,265.0,250.0,0.0,0,15.0,0
13VcMAkzpRVsnFovt39X53hyMATjj3jEBaHWGdWvv27yNGZV,26.25,25.0,0.0,1.25,0,0
167ZBy8Zg8etwx5aqtbgAaqMPMxUGZoyEotDkgVTAp2gywQk,26.5,25.0,0.0,0,1.5,0
13bg4S1TtG6immm6sHt3MNd5agzJ69iGwbFCb2UTAjg4ycAz,131.25,125.0,0.0,6.25,0,0
16UxvwTgkcDjWPkxLdm8nWyYS5dqxvu5KXoADQ3iUq4BE81P,25.0,25.0,0.0,0,0,0
1PCFRvxpusmBu2ehGwYeNjY3cS65BW4Q3eFMuzjFHoZfazz,13.875,12.5,0.0,0.625,0.75,0
12xFvxZE5Er9Dd5TTWrfq1CDSXNViJRMsg2buMGXMsAjrwHt,25.0,25.0,0.0,0,0,0
14vChHDMs89J6zbXH1BKPAi1Ej9vP8FCNa9nLGCbHbCjMckS,80.0,80.0,0.0,0,0,0
1dyyv58o68eKRnywUw9qQKqoZmMy7FSW31MyQEaPWhR2eLK,37.5,37.5,0.0,0,0,0
16FRgKbsWvy7S8FTFATb58GZFjurcFZ9SAjnXG7Fmg7EAjNk,25.0,25.0,0.0,0,0,0
1s2MCoJZHCyYUo626m4P8cfik6V7fG6Ncyi1wNqs4GDLq45,22.5,22.5,0.0,0,0,0
1jDWbfV81JvbPF8tJtLHBiDF16HV1SqMfBfH5NZR7eRasFq,105.0,100.0,0.0,5.0,0,0
1jrwQUTTmMtSR2gvKbAcVGwQhrQyUJrgdMgyWQFXXxgegne,26.25,25.0,0.0,1.25,0,0
12Nv9mdEv2D6fhP9KFkjemptN8PXmSi7Hb3Lw3V1MP8S6Lih,13.125,12.5,0.0,0.625,0,0
13txiZJ8oiVcnNKzzYgvoT5mdZDHEdoU7weN3c9x6BQVaSWe,37.5,37.5,0.0,0,0,0
16SRGHcNGnPcihHRUJgUaVA5iqvrMT22P7o4ZK2nZrCeLFe7,50.0,50.0,0.0,0,0,0
14coMWWyXn6tN9JTmcwHucFJxgLdQcP5SaTH9ea79oLtZscd,13.125,12.5,0.0,0.625,0,0
13s2sfkMADR54ACkc6rSJPKN7V4qkFWz2F9fe89kgXC1JG5c,36.875,36.25,0.0,0.625,0,0
15Dr6RTuHvEiYx7zso4QLBYjaMZ8wuadW2mgQWkQKcM83aDe,12.5,12.5,0.0,0,0,0
12NK81zsE1TiFzwGQ6VDnWcfG1tVVxJqxfEVBv2QJeoZfABm,13.125,12.5,0.0,0.625,0,0
12pxbpoDkZbN43J1u2s2uQwqLrAQ36bJ3VKdVP4CctUE8neD,13.125,12.5,0.0,0.625,0,0
13jWemPWJ2XnKPeJTTir4yQjPmbVpHwgUckg6ybRuv8dZ2GM,98.4375,93.75,0.0,4.6875,0,0
12GkeZqQgEnCJUpPg5K1dCdvwPdCy49gBkTcNiX24hDdaSvK,180.375,162.5,0.0,8.125,9.75,0
16AA7R1BFX8cd5dG3ryCR3jTrhBDqu1G87Bv2vsS6Pxnra5K,25.0,25.0,0.0,0,0,0
12H1H3qjuPkDiHNBajDbPuqNYXpnHkQAJyWJXYuvZKzotQpd,13.25,12.5,0.0,0,0.75,0
13C63qCbchp9KsTobSqXbvUdkNJnUYWo3WJWL6MABtoXRsBb,34.625,25.0,0.0,8.125,1.5,0
15JqjHCZJHE8EqmVAqiUDwtVpEag1UFrpb7UdNHxzyYZdbpm,13.125,12.5,0.0,0.625,0,0
14VUCRe34yFt3PXoMgamorNwVvH81kUp8tr37yZCGBsHPiLm,12.5,12.5,0.0,0,0,0
123uyzPbsrnwHmdB4ifpVux8zbjaAQTtV1JVVtDZfHUs8NUx,50.0,50.0,0.0,0,0,0
12WfHmQ3QDR8WjHEiuRrnKdKjcknBAMNC5CxpSLev3hkqVNR,12.5,12.5,0.0,0,0,0
13xisRCz3KzwysrYKrhGHvPVs21ycftSWTK27FJqKpPdBEUc,25.0,25.0,0.0,0,0,0
16mKAaKjARwks5RnvTsCSdGvp1Zpi7dFJ9o2yEQY637899At,12.5,12.5,0.0,0,0,0
14V7u4SFr695sQtvubZd9SJfqxDL1HBWEt7cD9ymhmVkYZTK,52.5,50.0,0.0,2.5,0,0
12TRJiVM3DoAFPHq6PSBWgrfd1YMUtFjP4bkvNb7VaJRVX9E,13.125,12.5,0.0,0.625,0,0
153bvoqapDAjznSJMUrjKSSQCWv1Eb74qngxbVDtMjotB2ct,12.5,12.5,0.0,0,0,0
146ATPRYmY1WCXD5NvPwXUweZiBsV4d4XGnMMFAyESWaAuoD,12.5,12.5,0.0,0,0,0
14mFEGfx4cpMfzS5228WLoUNfX1uPap3Uv4qfCQ9rmyp5w81,54.075,51.5,0.0,2.575,0,0
155PyPLjHUCMjbiRmdvPrU9zTfnMD3TradMyuCYtiLDkY3b5,42.0,40.0,0.0,2.0,0,0
15fjyHqjBCGYUifo9fMuuVQsz1PW8fKa4CXSPCefDLsBk5K6,17.5,17.5,0.0,0,0,0
13mnSUbNLwrBmrk4QSJTaRvf1hBpw8bygDV7qJU2uN5sfpJE,18.55,17.5,0.0,0,1.05,0
1y4SKG5xhunstypko9Es5Zswqk3zCQMGxfXsBCHNbBLtMEV,12.5,12.5,0.0,0,0,0
13zhLFsBhBpbr6nYgYevjfg8kJw9wJtd6EXmtvAhLB6WPCFa,50.0,50.0,0.0,0,0,0
1hFaNHVuaKrBy6vu6fAQxs3KRDjrqwt9gmbMeF7Dy6f2jWY,12.5,12.5,0.0,0,0,0
14r1dSNhr73goxsX74XEAULouGs3jdbLhvWjoJZye8DKARtu,50.0,50.0,0.0,0,0,0
168Bnksizph8zgKHu9EVNtTBL6kQu5hXNyXg7Me2UDm7wNcE,13.875,12.5,0.0,0.625,0.75,0
14dYp3Dgic7fRo6mxehHm9F1DAW2o1n482dyxyJ1NgJcwpnk,12.5,12.5,0.0,0,0,0
13JomySYufLCqiZC5Mb99h7GmYPH9YeJZkHnLpkMMTVeaDCK,30.525,27.5,0.0,1.375,1.65,0
13gHziavbtBdL1ATuWHx1uZrPgdY6ed6jhZwgysZmsw2w2Cn,135.975,122.5,0.0,6.125,7.35,0
14XnEDWbwkeJ9TV5uxhS9e6wRLmtAa3mRo8va6csLPwYsnz3,12.5,12.5,0.0,0,0,0
14SiKJhd23wUnfHsLkchfB8TCfnzJQEaUiivHnicxQUdTdkC,86.025,77.5,0.0,3.875,4.6499999999999995,0
12b48RCwjMAHZv9226mJfGsjjqnN9xGgCG3Sa4b5CzUPaF99,60.5,50.0,5.0,2.5,3.0,0
157u6re4wWsP17JkFAWrTWQw5BokfhT7BcMq1Av2UthnQt2o,26.25,25.0,0.0,1.25,0,0
13uWDVjd8SfSGGeiK7dykFczugumrq57FmPLyQZe4HYh7UZH,12.5,12.5,0.0,0,0,0
13KceXpKiwNgV9ho94aYgLPfYMX9G8bX2FsEXEjt1i3HuiqX,83.25,75.0,0.0,3.75,4.5,0
1ChFWeNRLarAPRCTM3bfJmncJbSAbSS9yqjueWz7jX7iTVZ,12.5,12.5,0.0,0,0,0
1FAduCQQseXjKUB71645z152ttcUnVHxSra3UqRWSfMG62z,12.5,12.5,0.0,0,0,0
14Fqe3bQbCYGYMtAq5su4hH6rQDRe2BNZ6P4cX7XskmtazEG,47.175,42.5,0.0,2.125,2.55,0
13sPkSwxoTzCu9QmbxnVNgmv9J5w5w9VJB38NEtCrKnPyHWc,125.0,125.0,0.0,0,0,0
1cK9J9J5QATLscrFgcW2u6eCp96hbDMXE6aouhuXRzDjofJ,75.0,75.0,0.0,0,0,0
16hTLCFkUFq8XE3jchmhouLMmLRDHPUPNnR3WMsGqVZ3v7Ya,53.0,50.0,0.0,0,3.0,0
12MznHbMvuT2aSR6kMbgYFozho5B3bWzG3hqYkcwdwxHYTwz,28.75,25.0,2.5,1.25,0,0
125yCax9Wjge6tVHXzxxdoL6k65wobKUwvytEpYqgkz2hMmx,83.25,75.0,0.0,3.75,4.5,0
15KQKpQwMD5GYpry58qYQ9ckLJFmRAdcdj4a8qRuzJPuS3Lg,17.0,12.5,0.0,3.75,0.75,0
13HRbApEdxL6xTJeieyZQnmay2QgPTarmeGoyrjZwmtZxZmT,12.5,12.5,0.0,0,0,0
