# account,total,base,early,referral,loyalty,guaranteed
14rzbF3a21Bucxqw1ysQcTeTTk4136ZNFdZhcW84AUmnD6qj,55.0,50.0,5.0,0,0,0
1344zprT7A4VFrQ46GJycLrjhBoYjf1RcsjbRLmk5DtsYshV,28757.831553600005,28757.831553600005,0.0,0,0,0
167PToyfQrLwshXJ9cymcuW6d3FHmWos6XpAPJ1sdyjQ6iat,30.0,30.0,0.0,0,0,0
15BTUhuPJ2XNZxW23pHNtp43VuR4RdmJFhBbnXSEo4em9FLS,13.875,12.5,0.0,0.625,0.75,0
13HCekJwYwRLJttS5wGwsdh4NoqRnwVEadFEE4d3FSeLwj1U,328.125,312.5,0.0,15.625,0,0
16UVLGBUyYTMsb4L5yhQiEZBCwJSUcUvbUzrFYMFPVNzFJow,75.0,75.0,0.0,0,0,0
16i9qG4q646YGfaK5xYG1vLa83mSoxeELYabaHp4xb7cn2EA,200.0,200.0,0.0,0,0,0
12hJQKcUbHs1yR3W9vdoqZQhQJxLZGM4jCs3LrERjStby9Gx,28.5,28.5,0.0,0,0,0
1sJc6jqNYmLUcBLuUCK2JA48Qkk96xNS3znjZW6svgUcZrX,11401.630000000001,10501.630000000001,720.0,180.0,0,0
13TQodmEWJki4ZBZubVJ3YA2BqUr3GdTeXhGrBEYCcFdw7a8,39.375,37.5,0.0,1.875,0,0
12rfaJwY44TGoAZFTkLfihaArDx6WX3XSRGYAXYjixweLaYh,39.375,37.5,0.0,1.875,0,0
16rFYvjP25GV4mzz7A5MmoPLkCBJvTJtTEXK7tWA5cPM42K,12.5,12.5,0.0,0,0,0
16fk7dES1CTYgZC9EC2o7FDCMTfNJ1wfCqLcxojmSs4QUYDZ,30.0,30.0,0.0,0,0,0
1295N2Fg4MFLe4BMwZ55MyiH43tRAdGih69fK62qMWjiVFv7,12.5,12.5,0.0,0,0,0
12gdM39hCbSbz7SDUK5BazQBVTc1Y4vQN8ZT3H4Mit2dqGME,37.5,37.5,0.0,0,0,0
15E3fKzh83mtHuqjcQbE1tB6X2A9DbQqNZ1gieY5MjWUoMs2,37.5,37.5,0.0,0,0,0
1122baMYr18CfTKPqRerzM4Zthv7q6b3aJtEbugg32g39GK,416.25,375.0,0.0,18.75,22.5,0
15XKmsS8ZtdyZoBWKFJTTNZDpALW7q9jNTw34GyH5afukYUW,25.0,25.0,0.0,0,0,0
15FbT22gc9aqT1DFyfxUyPerbhyY36F4ATXFmKRVBBRvqLYF,25.0,25.0,0.0,0,0,0
16anjSqA6BgHhBTkTSn7N4cNpibFZoFVkiyGdw5RmpLr884m,20.0,20.0,0.0,0,0,0
14SP2wGY1Wan8YVcHw7ymaxZBoxTfAVin32Kw1suycjyebJF,37.5,37.5,0.0,0,0,0
1QzE4ytk28rRkjGj3BHRuvXzqCShdRqDgbnAWWzphGJdQUK,15.75,15.0,0.0,0.75,0,0
15tfTjqiYyu9drZEUZop1f1C8CMXdNEKcE9rAH1SGmyPof1Y,75.0,75.0,0.0,0,0,0
143DYKgvLzjVYwAtDmAnBdWJAjCNjALakH8Q8tCb3C5cv9sd,13.875,12.5,0.0,0.625,0.75,0
12HUc7LY46xhFKe7o9KAvEDBHmj7WzgKPMxiAo78de6d1AnB,13.25,12.5,0.0,0,0.75,0
14bD5TULu6NkeXHihyedNBbAjznV6nhmBdDCbaGP7JakBGg8,13.875,12.5,0.0,0.625,0.75,0
12RWHAza11ovgybfvDA1KLkU8fZAAmUHVXdzxGjSe65Xwtj4,2479.4650000000006,2132.7500000000005,218.75,0,127.96500000000002,0
1Kg55ok4FJaEzYKyBocvxydET5VY6SHkKLtyo5JiX3Xfu6g,15.125,12.5,0.0,1.875,0.75,0
16i4ZjB7UQEuP3gnYDJqSHjRC8bW4FacJca9Vvci2ZEpGhJ4,278.125,250.0,0.0,13.125,15.0,0
1Hz2bXCiohTaXwh6xJLxXzFK6SNdMB6z4m8DjLM9p7Y4t8d,12.5,12.5,0.0,0,0,0
1YfJuBSkWeRWnfTXLFKYCtPwKooqgzAJGc3ubEyMxxtNa5C,15.75,15.0,0.0,0.75,0,0
12rZySPxGJumyvVeYQnmYWmR2MB71NvPfn3MK7yuwchigdnU,25.75,12.5,0.0,12.5,0.75,0
158YuZo7ay6Wt3pXv9RfHiiWAvyDoAN4h9eMA4VVSsc72ex6,75.0,75.0,0.0,0,0,0
167mUJRdKUzo5V2ZEjZdiHb2LU8j7S3ardiigP3Ctxd3iMLg,197.5,197.5,0.0,0,0,0
14m8bHP9zGEi5mf787nwCdMgRz4sHTKqjHo9DcrnBrntiEqn,25.0,25.0,0.0,0,0,0
1YppUP5LzL7bYoCJhYm9tvgf3FeDyDb8eNVLAaEF4tSX1U5,12.5,12.5,0.0,0,0,0
13jCr7UtY9v1E9EXxD8FqoxB4S4fF5YA2XKghHts6P4zEGud,26.25,25.0,0.0,1.25,0,0
14MeTiQLrLMvL5XkSdgVSBYAx6HTBVzvDqHQbk8cqPysz2A3,37.5,37.5,0.0,0,0,0
13W4bebNSnn1wJczQL167jZExrvaw35fbkZwDErTbNmfsSjo,13.125,12.5,0.0,0.625,0,0
16coe8tdMWB5FbDYeKJYASdGzPgtHHy2SEjMXoCQ6VJWGHqW,131.25,125.0,0.0,6.25,0,0
12irGvTcQQ9dVYH6N39cTX2pocHMVBZFXJy4kVphDXpeJiBy,13.125,12.5,0.0,0.625,0,0
162AdhpX3PR6TSZBsn1yyTmGTXhqxCesXkJMxbpiYD51p3HZ,25.0,25.0,0.0,0,0,0
14BDvLyFepDXF2sbD8b8S8ie1jjmoxHASjaviQUpHXY9M9xj,85.0,75.0,10.0,0,0,0
146Z8Am1xrH7V9tVRXQyaBgjxX9dWQC8uFTpunijyoUA3G4E,50.0,50.0,0.0,0,0,0
1EL6n6tdYzaMfCRMz4HAC6tsQRAfqEB7anvpsxVQptRiWC9,13.125,12.5,0.0,0.625,0,0
14BkosK4HYbZzTbyBBs1bMTx5Wm7UpsZFDC4QWceDcE82haj,37.5,37.5,0.0,0,0,0
13N8PTjq8Nwk8CS5TgGd56EWWqpBAhTtqPYfCdQABdBhTk7E,25.0,25.0,0.0,0,0,0
13mbwwcrqDDeU1qoEZnoz6VQFWi9mjbCCrpWMzF5bmGXyAuL,57.5,57.5,0.0,0,0,0
13v7Xxu7BrJi7PxcWtqboL1LwSBMnhTNqkaNM1YwYMBVrMPp,1120.0,1120.0,0.0,0,0,0
1prWT2w4qngWcYm9YnKeEjD8FxErxBqcZRFbQCbMJEeqXHt,13.125,12.5,0.0,0.625,0,0
13QqeLHriWyErtxBuHJF77qXvbdTAiukoWPfnV45oKwY9dqR,13.125,12.5,0.0,0.625,0,0
15SfuizfuYeq7e56aR5LMeE742yVHiSL7qPbqWkw8ADrD5hX,12.5,12.5,0.0,0,0,0
12x3QCa4iAyNGa3p5xKjD9udVRLbvs9ogJJnNa3wQTHCG6qs,83.25,75.0,0.0,3.75,4.5,0
15M8zo5VJZNpUuZrtsDNCz3XuFRoMXvV1xKkpCDjFQVSGuYN,12.5,12.5,0.0,0,0,0
16Mg8w6tA3Chu8w9sw1eoQj9STQufv46RJHJKGJ2nUeogyzz,13.125,12.5,0.0,0.625,0,0
1RfYnpz9vsjMinwPMq68hBEtDqV5SnK4ySQ8xuhiRVMRfqK,12.5,12.5,0.0,0,0,0
155FCYM36twudQbPA7Rf3rhDMSTcwvRzTLiSFCU9pQQqeEgh,62.5,62.5,0.0,0,0,0
14DmFwCMejLxDNkvvWdHDQsSih495wFikQEs4Byp6vNVpEDB,60.0,60.0,0.0,0,0,0
14PyLjMaFdwQVkxgkXyrpP2hrzhaYHTeatFZ9D5LvFQ5AUQA,25.0,25.0,0.0,0,0,0
15oqo3dvyC6ZhoK1gtZCtQZZ6eejSNjv4yqA9dZ94VJqzuVo,13.25,12.5,0.0,0,0.75,0
1mnzg23GLFKiUL3QfXddzjtEXYt4DgwpwE84mooD8d6YbUU,25.0,25.0,0.0,0,0,0
14QJDtmcqN8BBDokMckA4yt7Xo2azfNCEuib6fP9VBnWtnTG,62.5,62.5,0.0,0,0,0
16YCjvRefNC7aWah49wg8Bhg2mLaQ3eGyPaHbGdBKhfeiywK,15.75,15.0,0.0,0.75,0,0
14iqyH7sTYkzqFc7xJ1N9c4v6NS259vqgDW1x1sZv2JjabTd,250.0,250.0,0.0,0,0,0
14MfMneYreqnLiZ6tG5HkgMj3pALsqnEtcrVfBpk94MQoSM1,325.5,300.0,0.0,7.5,18.0,0
1U7YSbZTLTkFCSpDJcxMeyVwgTrzQYTguQ6DgvoK3vuQSC8,13.125,12.5,0.0,0.625,0,0
12NUQX9fUmVUYrPWXgqoFJ9Y4x7pCeTHXPsZ3y1enPuSk9nv,183.75,175.0,0.0,8.75,0,0
13KM3yiBt1LgvS3LV79oUp6XPnkNvxJGCEyCDpK5apiHw26v,12.5,12.5,0.0,0,0,0
123W1hyaaKynJbjBP1DPrHtD8LK9DLR2MFjzYoJE891wSVZk,105.0,100.0,0.0,5.0,0,0
145LRiFzeYiELqf6wUSrNk3454NPsvjYVMdWkvPHjd9MnuKH,12.5,12.5,0.0,0,0,0
14T6sqDGGVryTUR4Es97GiaAKi6xRaaMxoQ7Yn1ZHdiTRaMG,25.0,25.0,0.0,0,0,0
15QFsigLPJ5iRnjHyHchvvFHpeVtSRNqV8GNQon5WyH5Y28X,13.875,12.5,0.0,0.625,0.75,0
1221CPVzwv9EGDSUzU2kHD5pMfBGxRQEPseQDtJUGx6M4LhC,125.0,125.0,0.0,0,0,0
12Qv31rQMurpXXFCP12WyjWdiHG6iMPHr3VyjNKQuUcHFQCN,86.25,75.0,7.5,3.75,0,0
14mxbAA673Eo7ywavEEKUVg9FGA1EiK5Uyu4F9jBwTdxY9bf,30.750000000000004,27.750000000000004,3.0,0,0,0
14oLWf9NJREir8Tsdgk9LqFocvp4x6Ws7Yr7ogDtfKSwYZTR,25.625,25.0,0.0,0.625,0,0
1N5B9P5jLyXAWMRf6iCvmzMXSahtN5xJ9UjDwL4PuX3ES9u,12.5,12.5,0.0,0,0,0
16MFt3razn2G1gBv4FcQMHJpRpZ3eVryH8GmU7HCbrMyXcs8,1250.0,1250.0,0.0,0,0,0
13m4dJG1c22A8dZBp1B8jjWhkqb4wSJiw3hq4oGgHgAyesHS,25.0,25.0,0.0,0,0,0
15aMMHhHtUCdrGHWyzP8bAFs2yK65dsfZBJXszBfJ48EQmNN,50.0,50.0,0.0,0,0,0
155Smuw6EvfMdK5ECoviMBre82RRHxn2HT8S5k29Te4qZ4jW,41.625,37.5,0.0,1.875,2.25,0
12p7gcHw3K6ndosYMaMyn2TTVVBLAHiUWSoEZD8LYDWpxpEm,13.125,12.5,0.0,0.625,0,0
15oPWUurh95ruTYQcJ8twipXrCy2Zc8YGyCMubCCJhwn3Lrf,25.0,25.0,0.0,0,0,0
15DA2Zh5eiGxfAsuT8zzP49myMxmaWvWzbAwyCLgNgB5ZjNg,19.6875,18.75,0.0,0.9375,0,0
1GsXBYuLpS5tobCbgfXZdcmgBd9pRq1CHaiNUGbLmhrWP83,26.25,25.0,0.0,1.25,0,0
1nYj95GmvbqjGBPtARE7TaebTGCirTw8biiM2CrddfBrQuo,150.75,125.0,19.5,6.25,0,0
1nTMPZZkcTrviyUg6eYzg1ppjcxQgAYbsqaB2fSVxoBYzJm,70.0,67.5,0.0,2.5,0,0
14YEuhySSu9bio1BDPDFT3T1YvSBH7pQndELyaJNnV19Zqwo,926.5,796.5,130.0,0,0,0
15XNe1RVhrxiRkkgTbW9S8u5GsVu2ME1hZPfYLU9hdcnGAit,26.25,25.0,0.0,1.25,0,0
1P4q1qH1KKAAv7ttpDpZqNSzhtXu9GR42J26YDxKSvPfWrH,32.5,30.0,2.5,0,0,0
12UB58j1Tct7A2Dp9gQaLeZPjpQiLV6vMucnTtDrFT5GacV9,12.5,12.5,0.0,0,0,0
14Q2XzQ79AMYa73zbv7AqT5EpcE325sJyVhs4atZRdJStzw9,460.0,460.0,0.0,0,0,0
13xEFe1t9WC9MepGudp1pJdqyj8FLzXT6zrGdeEUksqEdwSp,26.25,25.0,0.0,1.25,0,0
1497NfVGRxkMEffstVz1EM6SByeLr8UDkPz8RoLSLPweEFEx,300.0,300.0,0.0,0,0,0
16cqY9CLakdLLJxsggAHCNwkcrW4g6HodiZ7SfFyRNtx94Hs,26.5,25.0,0.0,0,1.5,0
12pGs3Q98XfAi1HmtgCYXgFTGAnXNXqYA11aYcYvv9FYDJ56,937.5,937.5,0.0,0,0,0
1h7tWtERT3sm52Bt1svSWr4tSvvk6VFu5QdmKsVBYrH8Gtv,425.0,425.0,0.0,0,0,0
13j7P1kv4r1UTD2Uq6MAwiNCN2coeubMmEFpPtDbnWaT1dmd,13.125,12.5,0.0,0.625,0,0
162N17YmXJZitXJV1YN9roQfxdqDaUYLm7KDF5jLXyvCiVxL,13.125,12.5,0.0,0.625,0,0
1652ErX2oQv8schxZgf2oW4SKMKLmnm2rwDD7yemqBHSj6yW,105.0,100.0,0.0,5.0,0,0
14DFoYHPjueFUjxx4YTwjm5r7E3PfQf1vGQfKJTsq92eY6JN,25.0,25.0,0.0,0,0,0
13jLUR5FN6hgRLf43shkJVtsoVXwwkxMgagqXEeYA8N1fWf4,25.0,25.0,0.0,0,0,0
19oD8K33k3XVD7sfHGM59Pqx5coVb2PJVxX7kDPvgvP9PXB,26.25,25.0,0.0,1.25,0,0
12CPqEyyuFsjX3zCoW4ALa34J9WgvwkDExbYJyQgz3EhiqwK,113.75,95.0,15.0,3.75,0,0
16hy41frbkdePMR5drvw6e78fBa3tsqY33HcjZivt2n8bco,125.0,125.0,0.0,0,0,0
1hLezFWXx5GwayiPYF8XhRPPTxw8Jf7MpBrrr977jLBFbYc,20.0,20.0,0.0,0,0,0
1NqJ6BWWnaAWCp1shqtu5FzkMCux7yABoLksNmiXaEKhHf9,25.0,25.0,0.0,0,0,0
14aWEjXUScg4xFhkBSft3rwp3NyT2uVNDBv2hqCwxTax2GQC,12.5,12.5,0.0,0,0,0
15mePqRVfRihDcQnhHbTJKNsvmtpXTFiaq1Y8MMopXfqnHkz,250.0,250.0,0.0,0,0,0
14dFfNEuXzatzeaAoDfAsRddd2QbBKLZVtAtPd3FMg61jffo,262.5,250.0,0.0,12.5,0,0
1EWc49pDmeiASaLbuoopqAg5t1xxV6HviusEXPj4MDmJPob,15.0,15.0,0.0,0,0,0
129WynRjDQ4bcwMV1Fczg2u4VhuTJStgTFkHaogv7sM1NHPQ,48.125,42.5,3.5,2.125,0,0
13GKyMRuNeYaY5tkr2YRSTGnA4jSq2K9jfnP19GNxeyF2mDJ,2500.0,2500.0,0.0,0,0,0
12eTXg4AW3ZmqMSrRG18rgHCPKSqU72CYs9MWAdMx9EQsfQW,75.0,75.0,0.0,0,0,0
14M9nhWQbn6vc2moNfyn4MvzLbjuhxjwsEtJdft8EHb9BnTD,12.5,12.5,0.0,0,0,0
16J6FUtR82t5CPhje7t5pCamdAHbg2CgF8QtLhSpMetLipXN,783.5,770.0,0.0,13.5,0,0
1etVBRHddmMQeMLo93iC5eZJGxHZWVXsAgPaPwUrUpWZndL,25.0,25.0,0.0,0,0,0
14B7GXy5LHoaadrxjxigcrBbEb1hEYngqcX1vZYxYxdrm6JH,50.0,50.0,0.0,0,0,0
13mKxTPRxBfcRKKnKXV78EqLtcfi3mTnfWtU5pmtmTf9FbZX,20.0,20.0,0.0,0,0,0
12vD8rRmicJwvuiA5a9drrr37zyzJm5NcrU5FLs4xCdr3vgc,144.75,130.75,14.0,0,0,0
13iaRNhfqYmkrUKz6g8jknDUJYAfZ21CnbAphRdyN3gbTz22,25.0,25.0,0.0,0,0,0
1P8Gz49sHnWT2GRRfbZasszbNo2kbatqmVMP5LxUTm5VDb4,33.51331847125,33.51331847125,0.0,0,0,0
16fhWKdcGaB9FqqPTqRMT3qPZLDdTfVZSy2CZDSZ6bAbg19K,19.0,17.5,0.0,1.5,0,0
16fMBMnyE3z76E6H3JaGDD51uFXYT8p3XQZARtjfdoxPNMY3,125.0,125.0,0.0,0,0,0
145mzqaDTuZLg6F5vHz2vCfyApgSRNNJuEq6tThDAgis2wVC,17.5,17.5,0.0,0,0,0
15MhSfq2QmptbWgnLdATo9tRHva8j2gwtub1f6wUacdCs4fT,12.5,12.5,0.0,0,0,0
15iQfD1p8rvSczQ3K7KMrSqpNaYZv6FJXVwZYQ4Vj7DyHzxJ,12.5,12.5,0.0,0,0,0
1C5nu3NvXoddMBud1cZy9hGkhXcqUbVBMZT2RLwSoUtoBPH,37.5,37.5,0.0,0,0,0
1ZJLmvThC4QPwmFue51aoPAHfgFTf8MeaqzS7TKNSP6Kp8h,50.0,50.0,0.0,0,0,0
13zFVp9pdsJCJPeVBBRiSAkhBgZ4qENVEZBvfbs9Ft4rHVM8,200.0,190.0,10.0,0,0,0
16YDj6RpZuerqhkBsMG1ZDeHRvfhMMUoWzbsukWkAtjoDGrS,125.0,125.0,0.0,0,0,0
13mcvsaY27cgLUNXmVB4VouiLASJEPHrWxXV1WD9N7xCUFum,36.25,36.25,0.0,0,0,0
1Rq8hAT75PwJ73T7tWauWmf53J1422K5cYXTFVJzsaFSPsi,12.5,12.5,0.0,0,0,0
1veQcfEqvbvTjnRL6UAv5S6jFdxgVj4V2xFtLJTFBqrnxYY,12.5,12.5,0.0,0,0,0
16agMTmtZCiQEVVny8imTkP3smWGhETbPZTB8pPzifEagu4o,100.0,100.0,0.0,0,0,0
16bfZ4bf5p4j6pMcQfrSDBB6GFKg4Eqm3Wb2WvNX3WYHWgk,26.25,25.0,0.0,1.25,0,0
16AGPe7EcMcmW3tPUMgxFTmxRhYqDiezoaZ5RAUMSut3gCgv,45.0,45.0,0.0,0,0,0
14E8vzBzboBjazyxcd8ksdzga5RMG2Q6StYt9zMfNAZYe43y,13.875,12.5,0.0,0.625,0.75,0
1568fvWZtpHwvsgfTyPdDpKB3TV9FrPCHbTLXjt4W3E8UtEJ,26.25,25.0,0.0,1.25,0,0
126iiXc4QxU9hPmaWaFyFNN7okPEdPF85Ut6d8CuRkQUYLTD,35.0,35.0,0.0,0,0,0
16SF21tJ8xYpj97kQaMmPtEMpUFvwnu9GjAKQjPUb7ATXsJL,27.5,25.0,2.5,0,0,0
14QPqyefE2SMfrERDxqUCbpb7cAdDot278sqX4S1B96iFK39,12.5,12.5,0.0,0,0,0
14tt4kfALYkNM7RxzaXbTweAMPsgQkD2x2qdPJBi1LsuHecR,375.0,375.0,0.0,0,0,0
13XEvRJfr2LXMDeEcPsJJrEcgkddaCuH6NtYrqDKWbZF1xUV,37.5,37.5,0.0,0,0,0
1BW3PTNHxqdCxX8Lj8Y6eST4cBVu7nHxSS5TuNKWS7ddUr3,12.5,12.5,0.0,0,0,0
12Z7GZP9c4U5SiAZQqrxbU4ewC4oSH3vAptohCSta4ycfSpM,25.0,25.0,0.0,0,0,0
1243URjJQiLE8e7JwAXXijR55Xzc1tmDnDTy5WKmUdWw5YBr,25.0,25.0,0.0,0,0,0
16FT3JDaptB9pbfGXjwHTREY7pwgjBas4Ba4U3F9xEMfVm4v,13.125,12.5,0.0,0.625,0,0
16MPY7S76d4tWogy46DY7mhMuWHJxvg2mkWt53QXd8kzU4TW,125.0,125.0,0.0,0,0,0
13rr9WkuzXFFVsFuVEoUmuGytbzPRY4FmexbpFsA8tqcPWUC,12.5,12.5,0.0,0,0,0
14u2TVx3yqsQftbjZpyWY3TU8pJohjhJSMHhUxZQuWqZtuWT,12.5,12.5,0.0,0,0,0
13trEekMAD48go8QCqTQkFFSnitukrMS8hF6wvg8KBA5XAEK,12.5,12.5,0.0,0,0,0
145MpajDRd45NTbGDRvrWn4gotzsoSH8eo2BTFVJCZW1GEgM,40.0,40.0,0.0,0,0,0
133sNDgs5DxCa1WYrFaud4KXk6sQbopPozvCmRSQ4mkgkKZc,25.0,25.0,0.0,0,0,0
12WQMXdRuQMnEKohGtFEsmShL6h1ukkNLHktxgqBetZCvjvN,12.5,12.5,0.0,0,0,0
148ckXUEBy55wnvG11i7Z8hBEPMuqNoz3QPS2JticqL2XW6r,13.125,12.5,0.0,0.625,0,0
14ap5hart7QopNwhpP4kCZsYXbG2wNHfbNYmGbni2TsrMBVM,26.25,25.0,0.0,1.25,0,0
14KgbdqyJVuHPYxaFGdfHW2FmeANKf1FNo5oDTqcXnMrSVvc,106.0,100.0,0.0,0,6.0,0
165WUZYrGUcX9UhatAf8w2CkZFP5x5LSnnHGsaJeVYAG7Lxp,13.125,12.5,0.0,0.625,0,0
148CsugRr7Lkpc9AkEBHiVb6H8N3o6Dm5aKcDgqQ7iKL92sw,1875.0,1875.0,0.0,0,0,0
19Hp6P347DSyW2PQ1Xa1L5FWuPMz2uqpeKNm74zho8Hvf89,25.0,25.0,0.0,0,0,0
14Dus1QZeFQwZSD39g5rqGQjE1rpBcY6gimrGA6QSwz85LUt,25.0,25.0,0.0,0,0,0
15iBffgsmbFu4sMf32uVSArffmEKNd3mN5vug5BuDmkQWWgc,14.4375,13.75,0.0,0.6875,0,0
15KFNQfovBvmjtjac5Kv9ghyJv2c8BBVxDSgGhUxRMTJnN81,1250.0,1250.0,0.0,0,0,0
1HQxDHssJfoJ9QfJJBruyZgYnTRSLYXNBhz2cdxxHxnGSTz,12.5,12.5,0.0,0,0,0
13xN69X1JXfeFAQbPektTx3xfSgpKVCL6zMAj6wm1Qkqdep,12.5,12.5,0.0,0,0,0
14DJYNxgwUjKRStP4mty3Y8V4HsmqQ3ikhjGrRwyHAaVGL9a,13.125,12.5,0.0,0.625,0,0
13K8F676XUFdJ32xDHJwJ7pm2oeDrgKopvEe8th61c8CxEec,26.5,25.0,0.0,0,1.5,0
157zF5VbnwzfaUZ9wuf9F2MP9BGjLLzSNs6o3kMuyXYn34Z3,26.5,25.0,0.0,0,1.5,0
124bJfQvLhZdkfusvqbELgyzc1youXqkoUcGK6cjvC8zwCVA,41.875,37.5,2.5,1.875,0,0
15BKZq8CeAVrU1QCU6muRAFwMjUCbX7d83Hd2JhZoUUew9jN,50.0,50.0,0.0,0,0,0
14KPDheHpJX2QBmFy5RKsyjcF9vWVotypk9bVgBXfVBVfbds,37.5,37.5,0.0,0,0,0
1W1zqjrwxgHjnzf5vgj7Lfqu9yTMERtBNHEXDaWSB75hbym,13.25,12.5,0.0,0,0.75,0
15yankSLGEe4nSMSof18oV5Hy7e5q3zx449RJB6C1jFhDHkU,13.125,12.5,0.0,0.625,0,0
14jHxoyrnxJ6ZbJK5DxQbxrcamdLNeoP1BCPCHkK1hwbEadH,26.25,25.0,0.0,1.25,0,0
14g78i4vzgtdPYjzv4PYUAUYZWq5WTc9YVyiM1p6rYLeQU1i,26.5,25.0,0.0,0,1.5,0
1cMyTJFNrv1BFyEYrDLuM59CHnAQg6YvSWYPbL2x5UyrJoG,12.5,12.5,0.0,0,0,0
13KjMS3xfW4BVPNMnyHxueEEHWVoppmQXni6fCx4j7aFnoSP,12.5,12.5,0.0,0,0,0
138nLqFBA418PVhyn6g9X8QsS2PBbys1oDVmi4W1AKfMqWjw,52.5,50.0,0.0,2.5,0,0
1sMzpSVrF39R3ZbZQSnCMvV8p1wnjBWdnjzrJ6SRf6GzE2X,13.125,12.5,0.0,0.625,0,0
13jAMPXV5x9LMc823a49AzkYVv5vbK7tZ38dHQ1XnMXpBdgF,12.5,12.5,0.0,0,0,0
14Dszt4fhvxfKq88vUtMrWB1CU4TjLQ9hFPmKXxHzLEgSVp,12.5,12.5,0.0,0,0,0
16UqfTGEdcUSSyTLQ2FoHBg9pT7FMDBSN1GqmWiYDNDhBNo9,437.5,437.5,0.0,0,0,0
15qpyzN6rf8GF87dJTcbys7dVhB3Mkc3CGDLtut2XGB1hiS5,48.25,48.25,0.0,0,0,0
15KMYPUKwf6vmk7eGxtu6mjQmr1BYRMbQz35oHE9fo6Kz7j7,12.5,12.5,0.0,0,0,0
1v3cHXJtNeG3C9j3fK36d6gQptLAStDN7HP4E2p6pRVGCAa,62.5,62.5,0.0,0,0,0
145S81LdUkgA7oCinjTgbHGV7wTP977EKgPf5fFa7xfZp9iC,750.0,750.0,0.0,0,0,0
1QceESZXsK1mRbQMDjiCriMLgZHQad9ehkbya82r2wfCyDr,25.0,25.0,0.0,0,0,0
1NJ9bbrFKPCzCMSjFMLrbVZWqrQVWPLiRFktM4isgYKwCbf,250.0,250.0,0.0,0,0,0
1532nvv3NA4rwU3QjqchwKtyhyaLrsMXRAaqgci7tW6UvS1m,12.5,12.5,0.0,0,0,0
13afZ1SW6kFSWFCjRZnEXhd2eeoMoEfJ84zurfeKs71Ay82h,33.125,33.125,0.0,0,0,0
14ovz9H1cEYk9VKFshvH35xm2HfhpLxmNcWSKF6bejbqutzD,12.5,12.5,0.0,0,0,0
158FQA5t2CWzNh1gE9ikbwx62HwFXRaCtSrgZvxXhLejomt3,13.125,12.5,0.0,0.625,0,0
12RDRnNGBGP7E7vj77FWh4PTJUPLEM7wo1Zr5ahR7DHWn97s,12.5,12.5,0.0,0,0,0
13gGU39doNgzRBQoskBo5VDxmPRtAEQVHc5R4mu4zfiUQ5SJ,197.425,186.25,0.0,0,11.174999999999999,0
14MiFcceGTWZaxYF87ksdQYjf3v1ojJZbgJcCAVwoedhsd7X,36.75,35.0,0.0,1.75,0,0
13GjoHMrPhYzBAvFvSNSD7UBwbK5La524kyd8sBtHx2rCjUq,25.0,25.0,0.0,0,0,0
121S3JEq5uKm2PxXeFbvt6F5mxzP3o1eQVcwa7jhPLP1xBxW,50.0,50.0,0.0,0,0,0
16B42AA5NjJ3KDwRd1vs994D2quBksDTzXFbnh5Bz2ypHS94,26.25,25.0,0.0,1.25,0,0
13NbeV925zieQxNKWenLuFxxu476c8R4PKrVkVGUBmfJnUG3,12.5,12.5,0.0,0,0,0
14Vc6kXYDEBfco29mfNCiQkRc13FLrsKkEHQBDxFpe2o7yDH,375.0,375.0,0.0,0,0,0
16fNuCFyGrvHYwVPz4196CYNeqVS9SrAvVpDKwGxXJQD6Cuz,25.0,25.0,0.0,0,0,0
13Qi2aTa7anxxkLp2fTMPuudacErffRU27PvsYzRaNJJX6vH,12.5,12.5,0.0,0,0,0
128taPsHc6ccYTHpjAuZwPoabYGcvMMgQsmwxFYFRZgKHryH,12.5,12.5,0.0,0,0,0
13w86RUn57U4kwMDYhmspJmqnxzoxs1bPNa6vWyQKS2D9E4J,25.0,25.0,0.0,0,0,0
16nRepb9NKqnS4QGYVLzmWohrY2cKpNg6zqCgD85f6wKRdXt,25.0,25.0,0.0,0,0,0
12GZebyzWjH2tGMFryVrhHzMx87gr9Bh345RtpEDM4UeCFRn,37.5,37.5,0.0,0,0,0
13bH1oxqnTwZFtzCvncRfXWoXAaZHVdDesRGcYvHnZ1tQPm4,39.375,37.5,0.0,1.875,0,0
14Q8fM4k1KRg2AA5DwUztdfwap1ALJVHdee7YYYpBgW6nioP,12.5,12.5,0.0,0,0,0
13gM1YS3qRJFpwvPDTLqqQdUfmS1HAUP98RrWsxw8EN7Fppm,13.125,12.5,0.0,0.625,0,0
16iha6yAGhskBDcZ5dEpJYBevwWJjTbGRUkeUjqbYzhiHcch,39.375,37.5,0.0,1.875,0,0
15fRniLRn6R3zw3AwhQ7Trq5D1wgw5ShipbQmFhXxz1s7biu,13.125,12.5,0.0,0.625,0,0
16AG8DK7hwkTCqXnygLcFur16jJFG4SRUbiFwXheyhd7Ztan,12.5,12.5,0.0,0,0,0
16dKvQ648grcPST6tWai8yt1r2HpdrhL1xcGWC6oJ4rN62C,25.0,25.0,0.0,0,0,0
15zArxAvuPx8JJoCART7z9YGcy2Qdtt8W5euazXHWnSQjprc,62.5,62.5,0.0,0,0,0
1dzdGv5ogtQHNTy4WL4z7jAczi6o5W4H1HLGTqms5CbEFY5,67.5,65.0,2.5,0,0,0
